filename,left,right
20171204.1727702684-6813-1_4,1,1
20171204.1727702684-6813-1_5,1,1
20171204.1727702684-6813-1_6,1,0
20171204.1727702684-6813-1_7,1,1
20171204.1727702684-6813-1_8,0,1
20171204.1727702684-6813-1_9,1,0
20171204.1727702684-6821-1_1,1,0
20171204.1727702684-6821-1_10,0,0
20171204.1727702684-6821-1_11,1,0
20171204.1727702684-6821-1_12,1,0
20171204.1727702684-6821-1_13,2,2
20171204.1727702684-6821-1_14,2,2
20171204.1727702684-6821-1_15,2,2
20171204.1727702684-6821-1_16,0,1
20171204.1727702684-6821-1_2,0,1
20171204.1727702684-6821-1_3,0,0
20171204.1727702684-6821-1_4,0,0
20171204.1727702684-6821-1_5,0,0
20171204.1727702684-6821-1_6,0,0
20171204.1727702684-6821-1_7,1,0
20171204.1727702684-6821-1_8,0,1
20171204.1727702684-6821-1_9,0,0
20171204.1727702684-6839-1_1,0,0
20171204.1727702684-6839-1_10,2,2
20171204.1727702684-6839-1_11,2,2
20171204.1727702684-6839-1_12,2,2
20171204.1727702684-6839-1_13,2,2
20171204.1727702684-6839-1_14,0,2
20171204.1727702684-6839-1_15,2,2
20171204.1727702684-6839-1_16,0,0
20171204.1727702684-6839-1_2,1,1
20171204.1727702684-6839-1_3,1,0
20171204.1727702684-6839-1_4,4,2
20171204.1727702684-6839-1_5,4,2
20171204.1727702684-6839-1_6,0,2
20171204.1727702684-6839-1_7,2,2
20171204.1727702684-6839-1_8,2,2
20171204.1727702684-6839-1_9,2,2
20171204.1727702684-6840-1_1,2,2
20171204.1727702684-6840-1_10,2,2
20171204.1727702684-6840-1_11,2,2
20171204.1727702684-6840-1_12,2,2
20171204.1727702684-6840-1_13,2,2
20171204.1727702684-6840-1_14,2,2
20171204.1727702684-6840-1_15,2,2
20171204.1727702684-6840-1_16,2,2
20171204.1727702684-6840-1_2,2,2
20171204.1727702684-6840-1_3,2,2
20171204.1727702684-6840-1_4,2,2
20171204.1727702684-6840-1_5,2,2
20171204.1727702684-6840-1_6,2,2
20171204.1727702684-6840-1_7,2,2
20171204.1727702684-6840-1_8,2,2
20171204.1727702684-6840-1_9,2,2
20171204.1727702684-6856-1_1,1,1
20171204.1727702684-6856-1_10,1,1
20171204.1727702684-6856-1_11,1,1
20171204.1727702684-6856-1_12,1,1
20171204.1727702684-6856-1_13,1,1
20171204.1727702684-6856-1_14,1,1
20171204.1727702684-6856-1_15,1,1
20171204.1727702684-6856-1_16,1,1
20171204.1727702684-6856-1_2,1,1
20171204.1727702684-6856-1_3,1,1
20171204.1727702684-6856-1_4,1,1
20171204.1727702684-6856-1_5,1,1
20171204.1727702684-6856-1_6,1,1
20171204.1727702684-6856-1_7,1,1
20171204.1727702684-6856-1_8,1,1
20171204.1727702684-6856-1_9,1,1
20171204.1727702684-6869-1_1,1,1
20171204.1727702684-6869-1_10,1,0
20171204.1727702684-6869-1_11,0,0
20171204.1727702684-6869-1_12,1,0
20171204.1727702684-6869-1_13,1,1
20171204.1727702684-6869-1_14,1,1
20171204.1727702684-6869-1_15,0,1
20171204.1727702684-6869-1_16,0,1
20171204.1727702684-6869-1_2,1,1
20171204.1727702684-6869-1_3,1,1
20171204.1727702684-6869-1_4,4,2
20171204.1727702684-6869-1_5,4,2
20171204.1727702684-6869-1_6,4,0
20171204.1727702684-6869-1_7,1,0
20171204.1727702684-6869-1_8,1,1
20171204.1727702684-6869-1_9,1,1
20171204.1727702684-6870-1_1,1,1
20171204.1727702684-6870-1_10,1,1
20171204.1727702684-6870-1_11,1,1
20171204.1727702684-6870-1_12,1,0
20171204.1727702684-6870-1_13,1,0
20171204.1727702684-6870-1_14,1,0
20171204.1727702684-6870-1_15,1,0
20171204.1727702684-6870-1_16,1,1
20171204.1727702684-6870-1_2,1,1
20171204.1727702684-6870-1_3,1,1
20171204.1727702684-6870-1_4,1,1
20171204.1727702684-6870-1_5,1,1
20171204.1727702684-6870-1_6,1,1
20171204.1727702684-6870-1_7,1,1
20171204.1727702684-6870-1_8,1,1
20171204.1727702684-6870-1_9,1,1
20171204.1727702684-6874-1_1,2,2
20171204.1727702684-6874-1_10,2,2
20171204.1727702684-6874-1_11,2,2
20171204.1727702684-6874-1_12,2,2
20171204.1727702684-6874-1_13,2,2
20171204.1727702684-6874-1_14,2,2
20171204.1727702684-6874-1_15,2,2
20171204.1727702684-6874-1_16,2,2
20171204.1727702684-6874-1_2,0,0
20171204.1727702684-6874-1_3,0,0
20171204.1727702684-6874-1_4,1,1
20171204.1727702684-6874-1_5,0,0
20171204.1727702684-6874-1_6,0,0
20171204.1727702684-6874-1_7,2,2
20171204.1727702684-6874-1_8,2,2
20171204.1727702684-6874-1_9,2,2
20171204.1727702684-6875-1_1,1,1
20171204.1727702684-6875-1_10,2,2
20171204.1727702684-6875-1_11,2,2
20171204.1727702684-6875-1_12,0,0
20171204.1727702684-6875-1_13,0,0
20171204.1727702684-6875-1_14,0,0
20171204.1727702684-6875-1_15,0,0
20171204.1727702684-6875-1_16,0,0
20171204.1727702684-6875-1_2,1,1
20171204.1727702684-6875-1_3,1,1
20171204.1727702684-6875-1_4,0,0
20171204.1727702684-6875-1_5,0,1
20171204.1727702684-6875-1_6,2,2
20171204.1727702684-6875-1_7,2,2
20171204.1727702684-6875-1_8,2,2
20171204.1727702684-6875-1_9,2,2
20171205.1727702684-6914-1_1,2,2
20171205.1727702684-6914-1_10,2,2
20171205.1727702684-6914-1_11,2,2
20171205.1727702684-6914-1_12,2,2
20171205.1727702684-6914-1_13,2,2
20171205.1727702684-6914-1_14,2,2
20171205.1727702684-6914-1_15,2,2
20171205.1727702684-6914-1_16,2,2
20171205.1727702684-6914-1_2,2,2
20171205.1727702684-6914-1_3,2,2
20171205.1727702684-6914-1_4,2,2
20171205.1727702684-6914-1_5,2,2
20171205.1727702684-6914-1_6,2,2
20171205.1727702684-6914-1_7,2,2
20171205.1727702684-6914-1_8,2,2
20171205.1727702684-6914-1_9,2,2
20171205.1727702684-6915-1_1,2,2
20171205.1727702684-6915-1_10,2,2
20171205.1727702684-6915-1_11,2,2
20171205.1727702684-6915-1_12,0,2
20171205.1727702684-6915-1_13,0,2
20171205.1727702684-6915-1_14,0,2
20171205.1727702684-6915-1_15,2,2
20171205.1727702684-6915-1_16,2,2
20171205.1727702684-6915-1_2,2,2
20171205.1727702684-6915-1_3,2,2
20171205.1727702684-6915-1_4,2,2
20171205.1727702684-6915-1_5,2,2
20171205.1727702684-6915-1_6,2,2
20171205.1727702684-6915-1_7,2,2
20171205.1727702684-6915-1_8,2,2
20171205.1727702684-6915-1_9,2,2
20171205.1727702684-6920-1_1,0,0
20171205.1727702684-6920-1_10,0,0
20171205.1727702684-6920-1_11,0,0
20171205.1727702684-6920-1_12,0,0
20171205.1727702684-6920-1_13,0,0
20171205.1727702684-6920-1_14,1,1
20171205.1727702684-6920-1_15,1,1
20171205.1727702684-6920-1_16,1,1
20171205.1727702684-6920-1_2,0,0
20171205.1727702684-6920-1_3,0,0
20171205.1727702684-6920-1_4,0,0
20171205.1727702684-6920-1_5,0,0
20171205.1727702684-6920-1_6,0,0
20171205.1727702684-6920-1_7,0,0
20171205.1727702684-6920-1_8,0,0
20171205.1727702684-6920-1_9,0,0
20171205.1727702684-6922-1_1,1,1
20171205.1727702684-6922-1_10,1,1
20171205.1727702684-6922-1_11,1,1
20171205.1727702684-6922-1_12,1,1
20171205.1727702684-6922-1_13,1,1
20171205.1727702684-6922-1_14,1,1
20171205.1727702684-6922-1_15,1,1
20171205.1727702684-6922-1_16,1,1
20171205.1727702684-6922-1_2,1,1
20171205.1727702684-6922-1_3,1,1
20171205.1727702684-6922-1_4,1,1
20171205.1727702684-6922-1_5,1,1
20171205.1727702684-6922-1_6,1,1
20171205.1727702684-6922-1_7,1,1
20171205.1727702684-6922-1_8,1,1
20171205.1727702684-6922-1_9,1,1
20171205.1727702684-6923-1_1,1,1
20171205.1727702684-6923-1_10,1,1
20171205.1727702684-6923-1_11,1,1
20171205.1727702684-6923-1_12,1,1
20171205.1727702684-6923-1_13,1,1
20171205.1727702684-6923-1_14,1,1
20171205.1727702684-6923-1_15,1,1
20171205.1727702684-6923-1_16,1,1
20171205.1727702684-6923-1_2,1,1
20171205.1727702684-6923-1_3,1,1
20171205.1727702684-6923-1_4,1,1
20171205.1727702684-6923-1_5,1,1
20171205.1727702684-6923-1_6,1,1
20171205.1727702684-6923-1_7,1,1
20171205.1727702684-6923-1_8,1,1
20171205.1727702684-6923-1_9,1,1
20171205.1727702684-6924-1_1,1,1
20171205.1727702684-6924-1_10,1,1
20171205.1727702684-6924-1_11,1,1
20171205.1727702684-6924-1_12,1,1
20171205.1727702684-6924-1_13,1,1
20171205.1727702684-6924-1_14,1,1
20171205.1727702684-6924-1_15,1,1
20171205.1727702684-6924-1_16,1,1
20171205.1727702684-6924-1_2,1,1
20171205.1727702684-6924-1_3,1,1
20171205.1727702684-6924-1_4,1,1
20171205.1727702684-6924-1_5,1,1
20171205.1727702684-6924-1_6,1,1
20171205.1727702684-6924-1_7,1,1
20171205.1727702684-6924-1_8,1,1
20171205.1727702684-6924-1_9,1,1
20171205.1727702684-6925-1_1,1,1
20171205.1727702684-6925-1_10,1,1
20171205.1727702684-6925-1_11,1,1
20171205.1727702684-6925-1_12,1,1
20171205.1727702684-6925-1_13,1,1
20171205.1727702684-6925-1_14,1,1
20171205.1727702684-6925-1_15,1,1
20171205.1727702684-6925-1_16,1,1
20171205.1727702684-6925-1_2,1,1
20171205.1727702684-6925-1_3,1,1
20171205.1727702684-6925-1_4,1,1
20171205.1727702684-6925-1_5,1,1
20171205.1727702684-6925-1_6,1,1
20171205.1727702684-6925-1_7,1,1
20171205.1727702684-6925-1_8,1,1
20171205.1727702684-6925-1_9,1,1
20171205.1727702684-6926-1_1,1,1
20171205.1727702684-6926-1_10,1,1
20171205.1727702684-6926-1_11,1,1
20171205.1727702684-6926-1_12,1,1
20171205.1727702684-6926-1_13,1,1
20171205.1727702684-6926-1_14,0,1
20171205.1727702684-6926-1_15,0,1
20171205.1727702684-6926-1_16,0,1
20171205.1727702684-6926-1_2,1,1
20171205.1727702684-6926-1_3,1,1
20171205.1727702684-6926-1_4,1,1
20171205.1727702684-6926-1_5,1,1
20171205.1727702684-6926-1_6,1,1
20171205.1727702684-6926-1_7,1,1
20171205.1727702684-6926-1_8,1,1
20171205.1727702684-6926-1_9,1,1
20171205.1727702684-6936-1_1,2,2
20171205.1727702684-6936-1_10,2,2
20171205.1727702684-6936-1_11,2,2
20171205.1727702684-6936-1_12,2,2
20171205.1727702684-6936-1_13,2,2
20171205.1727702684-6936-1_14,2,2
20171205.1727702684-6936-1_15,2,2
20171205.1727702684-6936-1_16,2,2
20171205.1727702684-6936-1_2,2,2
20171205.1727702684-6936-1_3,2,2
20171205.1727702684-6936-1_4,0,2
20171205.1727702684-6936-1_5,0,2
20171205.1727702684-6936-1_6,0,2
20171205.1727702684-6936-1_7,2,2
20171205.1727702684-6936-1_8,2,2
20171205.1727702684-6936-1_9,2,0
20171205.1727702684-6939-1_1,2,2
20171205.1727702684-6939-1_10,2,2
20171205.1727702684-6939-1_11,2,2
20171205.1727702684-6939-1_12,2,2
20171205.1727702684-6939-1_13,2,2
20171205.1727702684-6939-1_14,2,2
20171205.1727702684-6939-1_15,2,2
20171205.1727702684-6939-1_16,2,2
20171205.1727702684-6939-1_2,2,0
20171205.1727702684-6939-1_3,2,0
20171205.1727702684-6939-1_4,2,0
20171205.1727702684-6939-1_5,2,2
20171205.1727702684-6939-1_6,2,2
20171205.1727702684-6939-1_7,2,0
20171205.1727702684-6939-1_8,2,2
20171205.1727702684-6939-1_9,0,2
20171205.1727702684-6940-1_1,1,1
20171205.1727702684-6940-1_10,1,1
20171205.1727702684-6940-1_11,1,1
20171205.1727702684-6940-1_12,1,1
20171205.1727702684-6940-1_13,1,1
20171205.1727702684-6940-1_14,1,1
20171205.1727702684-6940-1_15,1,1
20171205.1727702684-6940-1_16,1,1
20171205.1727702684-6940-1_2,1,1
20171205.1727702684-6940-1_3,1,1
20171205.1727702684-6940-1_4,1,1
20171205.1727702684-6940-1_5,1,1
20171205.1727702684-6940-1_6,1,1
20171205.1727702684-6940-1_7,1,1
20171205.1727702684-6940-1_8,1,1
20171205.1727702684-6940-1_9,1,1
20171205.1727702684-6948-1_1,2,1
20171205.1727702684-6948-1_10,2,2
20171205.1727702684-6948-1_11,2,2
20171205.1727702684-6948-1_12,2,1
20171205.1727702684-6948-1_13,0,1
20171205.1727702684-6948-1_14,1,1
20171205.1727702684-6948-1_15,1,1
20171205.1727702684-6948-1_16,1,1
20171205.1727702684-6948-1_2,1,1
20171205.1727702684-6948-1_3,1,1
20171205.1727702684-6948-1_4,1,1
20171205.1727702684-6948-1_5,1,1
20171205.1727702684-6948-1_6,1,1
20171205.1727702684-6948-1_7,2,2
20171205.1727702684-6948-1_8,2,2
20171205.1727702684-6948-1_9,2,2
20171205.1727702684-6949-1_1,1,1
20171205.1727702684-6949-1_10,2,2
20171205.1727702684-6949-1_11,2,2
20171205.1727702684-6949-1_12,0,0
20171205.1727702684-6949-1_13,0,0
20171205.1727702684-6949-1_14,1,0
20171205.1727702684-6949-1_15,0,0
20171205.1727702684-6949-1_16,0,0
20171205.1727702684-6949-1_2,1,1
20171205.1727702684-6949-1_3,1,1
20171205.1727702684-6949-1_4,1,1
20171205.1727702684-6949-1_5,1,1
20171205.1727702684-6949-1_6,1,1
20171205.1727702684-6949-1_7,1,1
20171205.1727702684-6949-1_8,1,1
20171205.1727702684-6949-1_9,2,2
20171205.1727702684-6956-1_1,0,2
20171205.1727702684-6956-1_10,2,2
20171205.1727702684-6956-1_11,2,2
20171205.1727702684-6956-1_12,2,2
20171205.1727702684-6956-1_13,2,2
20171205.1727702684-6956-1_14,2,2
20171205.1727702684-6956-1_15,2,2
20171205.1727702684-6956-1_16,2,2
20171205.1727702684-6956-1_2,2,2
20171205.1727702684-6956-1_3,2,2
20171205.1727702684-6956-1_4,2,2
20171205.1727702684-6956-1_5,2,2
20171205.1727702684-6956-1_6,2,2
20171205.1727702684-6956-1_7,2,2
20171205.1727702684-6956-1_8,2,2
20171205.1727702684-6956-1_9,2,2
20171205.1727702684-6957-1_1,2,2
20171205.1727702684-6957-1_10,2,2
20171205.1727702684-6957-1_11,2,2
20171205.1727702684-6957-1_12,2,2
20171205.1727702684-6957-1_13,2,2
20171205.1727702684-6957-1_14,2,2
20171205.1727702684-6957-1_15,2,2
20171205.1727702684-6957-1_16,2,2
20171205.1727702684-6957-1_2,2,2
20171205.1727702684-6957-1_3,2,2
20171205.1727702684-6957-1_4,2,2
20171205.1727702684-6957-1_5,2,2
20171205.1727702684-6957-1_6,2,2
20171205.1727702684-6957-1_7,2,2
20171205.1727702684-6957-1_8,0,2
20171205.1727702684-6957-1_9,0,2
20171205.1727702684-6968-1_1,1,1
20171205.1727702684-6968-1_10,1,1
20171205.1727702684-6968-1_11,1,1
20171205.1727702684-6968-1_12,1,1
20171205.1727702684-6968-1_13,1,1
20171205.1727702684-6968-1_14,1,1
20171205.1727702684-6968-1_15,1,1
20171205.1727702684-6968-1_16,1,1
20171205.1727702684-6968-1_2,1,1
20171205.1727702684-6968-1_3,1,1
20171205.1727702684-6968-1_4,1,1
20171205.1727702684-6968-1_5,1,1
20171205.1727702684-6968-1_6,1,1
20171205.1727702684-6968-1_7,1,1
20171205.1727702684-6968-1_8,1,1
20171205.1727702684-6968-1_9,1,1
20171205.1727702684-6970-1_1,1,1
20171205.1727702684-6970-1_10,1,1
20171205.1727702684-6970-1_11,1,1
20171205.1727702684-6970-1_12,1,1
20171205.1727702684-6970-1_13,1,1
20171205.1727702684-6970-1_14,1,1
20171205.1727702684-6970-1_15,1,1
20171205.1727702684-6970-1_16,1,1
20171205.1727702684-6970-1_2,1,1
20171205.1727702684-6970-1_3,1,1
20171205.1727702684-6970-1_4,1,1
20171205.1727702684-6970-1_5,1,1
20171205.1727702684-6970-1_6,1,1
20171205.1727702684-6970-1_7,1,1
20171205.1727702684-6970-1_8,1,1
20171205.1727702684-6970-1_9,1,1
20171205.1727702684-7000-1_1,1,1
20171205.1727702684-7000-1_10,0,0
20171205.1727702684-7000-1_11,1,0
20171205.1727702684-7000-1_12,1,0
20171205.1727702684-7000-1_13,1,0
20171205.1727702684-7000-1_14,0,0
20171205.1727702684-7000-1_15,1,1
20171205.1727702684-7000-1_16,1,1
20171205.1727702684-7000-1_2,1,1
20171205.1727702684-7000-1_3,1,1
20171205.1727702684-7000-1_4,0,0
20171205.1727702684-7000-1_5,0,0
20171205.1727702684-7000-1_6,0,0
20171205.1727702684-7000-1_7,0,0
20171205.1727702684-7000-1_8,0,1
20171205.1727702684-7000-1_9,0,0
20171205.1727702684-7001-1_1,1,1
20171205.1727702684-7001-1_10,1,1
20171205.1727702684-7001-1_11,1,1
20171205.1727702684-7001-1_12,1,1
20171205.1727702684-7001-1_13,0,1
20171205.1727702684-7001-1_14,0,1
20171205.1727702684-7001-1_15,0,0
20171205.1727702684-7001-1_16,0,1
20171205.1727702684-7001-1_2,1,1
20171205.1727702684-7001-1_3,1,1
20171205.1727702684-7001-1_4,1,1
20171205.1727702684-7001-1_5,1,1
20171205.1727702684-7001-1_6,1,1
20171205.1727702684-7001-1_7,1,1
20171205.1727702684-7001-1_8,1,1
20171205.1727702684-7001-1_9,1,1
20171205.1727702684-7004-1_1,1,1
20171205.1727702684-7004-1_10,1,1
20171205.1727702684-7004-1_11,1,1
20171205.1727702684-7004-1_12,1,1
20171205.1727702684-7004-1_13,1,1
20171205.1727702684-7004-1_14,1,1
20171205.1727702684-7004-1_15,1,1
20171205.1727702684-7004-1_16,1,1
20171205.1727702684-7004-1_2,1,1
20171205.1727702684-7004-1_3,1,1
20171205.1727702684-7004-1_4,1,1
20171205.1727702684-7004-1_5,1,1
20171205.1727702684-7004-1_6,1,1
20171205.1727702684-7004-1_7,1,1
20171205.1727702684-7004-1_8,1,1
20171205.1727702684-7004-1_9,1,1
20171205.1727702684-7007-1_1,1,1
20171205.1727702684-7007-1_10,1,1
20171205.1727702684-7007-1_11,1,1
20171205.1727702684-7007-1_12,1,1
20171205.1727702684-7007-1_13,1,1
20171205.1727702684-7007-1_14,1,1
20171205.1727702684-7007-1_15,1,1
20171205.1727702684-7007-1_16,1,1
20171205.1727702684-7007-1_2,1,1
20171205.1727702684-7007-1_3,1,1
20171205.1727702684-7007-1_4,1,1
20171205.1727702684-7007-1_5,1,1
20171205.1727702684-7007-1_6,1,1
20171205.1727702684-7007-1_7,1,1
20171205.1727702684-7007-1_8,1,1
20171205.1727702684-7007-1_9,1,1
20171205.1727702684-7024-1_1,1,1
20171205.1727702684-7024-1_10,1,1
20171205.1727702684-7024-1_11,1,1
20171205.1727702684-7024-1_12,1,1
20171205.1727702684-7024-1_13,1,1
20171205.1727702684-7024-1_14,1,1
20171205.1727702684-7024-1_15,1,1
20171205.1727702684-7024-1_16,1,1
20171205.1727702684-7024-1_2,1,1
20171205.1727702684-7024-1_3,1,1
20171205.1727702684-7024-1_4,1,1
20171205.1727702684-7024-1_5,1,1
20171205.1727702684-7024-1_6,1,1
20171205.1727702684-7024-1_7,1,1
20171205.1727702684-7024-1_8,1,1
20171205.1727702684-7024-1_9,1,1
20171205.1727702684-7025-1_1,1,1
20171205.1727702684-7025-1_10,1,1
20171205.1727702684-7025-1_11,1,1
20171205.1727702684-7025-1_12,1,1
20171205.1727702684-7025-1_13,1,1
20171205.1727702684-7025-1_14,1,1
20171205.1727702684-7025-1_15,1,1
20171205.1727702684-7025-1_16,1,1
20171205.1727702684-7025-1_2,1,1
20171205.1727702684-7025-1_3,1,1
20171205.1727702684-7025-1_4,1,1
20171205.1727702684-7025-1_5,1,1
20171205.1727702684-7025-1_6,1,1
20171205.1727702684-7025-1_7,1,1
20171205.1727702684-7025-1_8,1,1
20171205.1727702684-7025-1_9,1,1
20171206.1727702684-7044-1_1,2,2
20171206.1727702684-7044-1_10,2,2
20171206.1727702684-7044-1_11,2,2
20171206.1727702684-7044-1_12,2,2
20171206.1727702684-7044-1_13,2,2
20171206.1727702684-7044-1_14,2,2
20171206.1727702684-7044-1_15,2,2
20171206.1727702684-7044-1_16,2,2
20171206.1727702684-7044-1_2,2,2
20171206.1727702684-7044-1_3,2,2
20171206.1727702684-7044-1_4,2,2
20171206.1727702684-7044-1_5,2,2
20171206.1727702684-7044-1_6,2,2
20171206.1727702684-7044-1_7,2,2
20171206.1727702684-7044-1_8,2,2
20171206.1727702684-7044-1_9,2,2
20171206.1727702684-7045-1_1,2,2
20171206.1727702684-7045-1_10,2,2
20171206.1727702684-7045-1_11,2,2
20171206.1727702684-7045-1_12,2,2
20171206.1727702684-7045-1_13,2,2
20171206.1727702684-7045-1_14,2,2
20171206.1727702684-7045-1_15,2,2
20171206.1727702684-7045-1_16,2,2
20171206.1727702684-7045-1_2,2,2
20171206.1727702684-7045-1_3,2,2
20171206.1727702684-7045-1_4,2,2
20171206.1727702684-7045-1_5,2,2
20171206.1727702684-7045-1_6,2,2
20171206.1727702684-7045-1_7,0,2
20171206.1727702684-7045-1_8,2,2
20171206.1727702684-7045-1_9,2,2
20171206.1727702684-7050-1_1,2,2
20171206.1727702684-7050-1_10,2,2
20171206.1727702684-7050-1_11,2,2
20171206.1727702684-7050-1_12,2,2
20171206.1727702684-7050-1_13,2,2
20171206.1727702684-7050-1_14,2,2
20171206.1727702684-7050-1_15,2,2
20171206.1727702684-7050-1_16,2,2
20171206.1727702684-7050-1_2,2,2
20171206.1727702684-7050-1_3,2,2
20171206.1727702684-7050-1_4,2,2
20171206.1727702684-7050-1_5,2,2
20171206.1727702684-7050-1_6,2,2
20171206.1727702684-7050-1_7,2,2
20171206.1727702684-7050-1_8,2,2
20171206.1727702684-7050-1_9,2,2
20171206.1727702684-7056-1_1,2,2
20171206.1727702684-7056-1_10,2,2
20171206.1727702684-7056-1_11,2,2
20171206.1727702684-7056-1_12,2,2
20171206.1727702684-7056-1_13,2,2
20171206.1727702684-7056-1_14,2,2
20171206.1727702684-7056-1_15,2,2
20171206.1727702684-7056-1_16,2,2
20171206.1727702684-7056-1_2,2,2
20171206.1727702684-7056-1_3,2,2
20171206.1727702684-7056-1_4,2,2
20171206.1727702684-7056-1_5,2,2
20171206.1727702684-7056-1_6,2,2
20171206.1727702684-7056-1_7,2,2
20171206.1727702684-7056-1_8,2,2
20171206.1727702684-7056-1_9,2,2
20171206.1727702684-7057-1_1,2,2
20171206.1727702684-7057-1_10,3,0
20171206.1727702684-7057-1_11,0,3
20171206.1727702684-7057-1_12,3,3
20171206.1727702684-7057-1_13,2,2
20171206.1727702684-7057-1_14,2,2
20171206.1727702684-7057-1_15,2,2
20171206.1727702684-7057-1_16,2,2
20171206.1727702684-7057-1_2,2,2
20171206.1727702684-7057-1_3,2,2
20171206.1727702684-7057-1_4,2,2
20171206.1727702684-7057-1_5,2,2
20171206.1727702684-7057-1_6,2,2
20171206.1727702684-7057-1_7,3,2
20171206.1727702684-7057-1_8,3,0
20171206.1727702684-7057-1_9,3,3
20171206.1727702684-7062-1_1,2,2
20171206.1727702684-7062-1_10,2,2
20171206.1727702684-7062-1_11,2,2
20171206.1727702684-7062-1_12,2,2
20171206.1727702684-7062-1_13,2,2
20171206.1727702684-7062-1_14,1,1
20171206.1727702684-7062-1_15,2,2
20171206.1727702684-7062-1_16,2,2
20171206.1727702684-7062-1_2,2,2
20171206.1727702684-7062-1_3,2,2
20171206.1727702684-7062-1_4,2,2
20171206.1727702684-7062-1_5,2,2
20171206.1727702684-7062-1_6,2,2
20171206.1727702684-7062-1_7,2,2
20171206.1727702684-7062-1_8,2,2
20171206.1727702684-7062-1_9,2,2
20171206.1727702684-7068-1_1,2,2
20171206.1727702684-7068-1_10,2,2
20171206.1727702684-7068-1_11,2,2
20171206.1727702684-7068-1_12,2,2
20171206.1727702684-7068-1_13,2,2
20171206.1727702684-7068-1_14,2,2
20171206.1727702684-7068-1_15,2,2
20171206.1727702684-7068-1_16,2,2
20171206.1727702684-7068-1_2,2,2
20171206.1727702684-7068-1_3,2,2
20171206.1727702684-7068-1_4,2,2
20171206.1727702684-7068-1_5,2,2
20171206.1727702684-7068-1_6,2,2
20171206.1727702684-7068-1_7,2,2
20171206.1727702684-7068-1_8,2,2
20171206.1727702684-7068-1_9,2,2
20171206.1727702684-7069-1_1,2,2
20171206.1727702684-7069-1_10,2,2
20171206.1727702684-7069-1_11,2,2
20171206.1727702684-7069-1_12,2,0
20171206.1727702684-7069-1_13,2,0
20171206.1727702684-7069-1_14,2,0
20171206.1727702684-7069-1_15,2,2
20171206.1727702684-7069-1_16,2,2
20171206.1727702684-7069-1_2,2,2
20171206.1727702684-7069-1_3,2,2
20171206.1727702684-7069-1_4,2,2
20171206.1727702684-7069-1_5,2,2
20171206.1727702684-7069-1_6,0,2
20171206.1727702684-7069-1_7,2,2
20171206.1727702684-7069-1_8,2,2
20171206.1727702684-7069-1_9,2,2
20171206.1727702684-7076-1_1,1,1
20171206.1727702684-7076-1_10,1,1
20171206.1727702684-7076-1_11,1,1
20171206.1727702684-7076-1_12,1,1
20171206.1727702684-7076-1_13,1,1
20171206.1727702684-7076-1_14,1,1
20171206.1727702684-7076-1_15,1,1
20171206.1727702684-7076-1_16,1,1
20171206.1727702684-7076-1_2,1,1
20171206.1727702684-7076-1_3,1,1
20171206.1727702684-7076-1_4,1,1
20171206.1727702684-7076-1_5,1,1
20171206.1727702684-7076-1_6,1,1
20171206.1727702684-7076-1_7,1,1
20171206.1727702684-7076-1_8,1,1
20171206.1727702684-7076-1_9,1,1
20171206.1727702684-7077-1_1,1,1
20171206.1727702684-7077-1_10,1,1
20171206.1727702684-7077-1_11,1,1
20171206.1727702684-7077-1_12,1,1
20171206.1727702684-7077-1_13,1,1
20171206.1727702684-7077-1_14,1,1
20171206.1727702684-7077-1_15,1,1
20171206.1727702684-7077-1_16,1,1
20171206.1727702684-7077-1_2,1,1
20171206.1727702684-7077-1_3,1,1
20171206.1727702684-7077-1_4,1,1
20171206.1727702684-7077-1_5,1,1
20171206.1727702684-7077-1_6,1,1
20171206.1727702684-7077-1_7,1,1
20171206.1727702684-7077-1_8,1,1
20171206.1727702684-7077-1_9,1,1
20171206.1727702684-7085-1_1,1,1
20171206.1727702684-7085-1_10,0,0
20171206.1727702684-7085-1_11,0,0
20171206.1727702684-7085-1_12,1,0
20171206.1727702684-7085-1_13,1,1
20171206.1727702684-7085-1_14,0,1
20171206.1727702684-7085-1_15,0,1
20171206.1727702684-7085-1_16,1,1
20171206.1727702684-7085-1_2,1,0
20171206.1727702684-7085-1_3,1,1
20171206.1727702684-7085-1_4,1,0
20171206.1727702684-7085-1_5,0,1
20171206.1727702684-7085-1_6,1,1
20171206.1727702684-7085-1_7,1,1
20171206.1727702684-7085-1_8,1,0
20171206.1727702684-7085-1_9,0,0
20171206.1727702684-7091-1_1,1,1
20171206.1727702684-7091-1_10,1,1
20171206.1727702684-7091-1_11,1,1
20171206.1727702684-7091-1_12,1,1
20171206.1727702684-7091-1_13,1,1
20171206.1727702684-7091-1_14,1,1
20171206.1727702684-7091-1_15,1,1
20171206.1727702684-7091-1_16,1,1
20171206.1727702684-7091-1_2,1,1
20171206.1727702684-7091-1_3,1,1
20171206.1727702684-7091-1_4,1,1
20171206.1727702684-7091-1_5,1,1
20171206.1727702684-7091-1_6,1,1
20171206.1727702684-7091-1_7,1,1
20171206.1727702684-7091-1_8,1,1
20171206.1727702684-7091-1_9,1,1
20171206.1727702684-7094-1_1,2,2
20171206.1727702684-7094-1_10,2,2
20171206.1727702684-7094-1_11,2,2
20171206.1727702684-7094-1_12,2,2
20171206.1727702684-7094-1_13,2,2
